row_number,instruction,original_path,edited_path,model_path,semantic_consistency,perceptual_quality,overall,rationale
55,add more horizontal drawstrings to the backpanel to tighten it,extracted_images/55.png,local_model_evaluation_results/edited_images/55_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,7,7.5,"The edited image successfully adds more horizontal drawstrings to the backpanel, which aligns well with the instruction. However, the visual quality of the added drawstrings appears slightly artificial and does not blend perfectly with the original fabric texture. The overall effect is acceptable but could benefit from improved integration of the new elements with the existing design."
56,add frame of white fabric to the horzontal pleat at the chest and to the sideseams,extracted_images/56.png,local_model_evaluation_results/edited_images/56_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully adds a white frame to the horizontal pleat at the chest, following the instruction closely. However, the white fabric added to the sides seems slightly off, not perfectly aligning with the sides of the garment. The visual quality is good, but the alignment and integration of the white fabric on the sides could be improved for a more natural look."
57,add frame of 10cm white gathered tulle to the horizontal pleat at the chest and to the sideseam,extracted_images/57.png,local_model_evaluation_results/edited_images/57_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully adds a white gathered tulle frame to the horizontal pleat at the chest and to the side seam, closely following the instruction. The visual quality is good, with the tulle appearing realistic and well-integrated with the original garment. However, the exact measurement of 10cm is not clearly discernible from the image, and there is a slight discrepancy in the placement of the tulle on the side seam."
58,add frame of 10cm black tulle to the horizontal pleat at the chest and to the hem,extracted_images/58.png,local_model_evaluation_results/edited_images/58_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,7,7.5,"The edited image successfully adds a black tulle frame to the horizontal pleat at the chest and to the hem, following the instruction closely. However, the visual quality of the tulle could be improved for a more realistic appearance, and the overall design appears slightly disproportionate."
59,add a white volant to the hem to fill the gap,extracted_images/59.png,local_model_evaluation_results/edited_images/59_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,9,8,8.5,"The edit successfully adds a white volant to the hem of the skirt, filling the gap as instructed. The white volant is visually consistent with the rest of the skirt, though there are slight inconsistencies in the fabric texture and lighting, which slightly reduces the perceptual quality. Overall, the edit is well-executed and closely follows the instruction."
60,add a black transparent volant to the hem to fill the gap straight,extracted_images/60.png,local_model_evaluation_results/edited_images/60_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully adds a black transparent volant to the hem, filling the gap and maintaining a straight appearance. The transparency of the fabric is well represented, and the overall visual quality is high. However, there is a slight discrepancy in the alignment of the fabric edges, which could be improved for a more seamless look."
61,cut the bottompart of the skirt and gather it to the waist like a hugne peplum,extracted_images/61.png,local_model_evaluation_results/edited_images/61_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,9,8.5,"The edited image successfully follows the instruction to cut the bottom part of the skirt and gather it to the waist, creating a peplum effect. The visual quality of the edited image is high, with the fabric appearing realistic and the folds well-executed. The overall transformation is quite accurate and aesthetically pleasing."
62,"Vorne geschlossen

Ärmel entfernen

Einen transparenten langen schwarzen Rockteil unten ansetzen

Ballonartige eckige Taschen aus dem Jackenstoff hinzufügen",extracted_images/62.png,local_model_evaluation_results/edited_images/62_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,7,6,6.5,"The edited image follows the instruction to remove the jacket and show the torso, which is accurately done. However, the instruction to add a transparent long black skirt at the bottom and balloon-like square pockets from the jacket material is not present in the edited image. The visual quality of the edited image is decent but lacks the additional elements specified in the instruction."
63,"Vorne geschlossen, Ärmel entfernen, Einen langen Rockteil aus weisser Spitze ansetzen der wie gardine aussieht, Ballonartige eckige Taschen aus dem Jackenstoff aufsetzen die über den rockteil ragen",extracted_images/63.png,local_model_evaluation_results/edited_images/63_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,7,8,7.5,"The edited image follows the instruction reasonably well. The jacket is closed, the sleeves are removed, and a long white lace-like skirt is added. The pockets are balloon-like and positioned correctly, though the overall style and fit of the new elements are somewhat inconsistent with the original outfit. The visual quality of the edited image is good, but the transition between the original and edited elements could be smoother."
64,"Vorne geschlossen, Ärmel zu kurzarm kürzen, Einen langen Rockteil aus pink farbener Tüllspitze ansetzen der wie gardine aussieht, Ballonartige eckige Taschen aus dem Jackenstoff aufsetzen die über den rockteil ragen",extracted_images/64.png,local_model_evaluation_results/edited_images/64_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,7,8,7.5,"The edited image follows the instruction to change the jacket to pink and shorten the sleeves, which is accurately represented. However, the addition of a long pink tulle skirt and balloon-like pockets is not visible in the edited image. The visual quality of the edited image is good, but the lack of the specified additions reduces the overall score."
65,"Photorealistic product photo, front view. A fashion skirt designed in an upcycling look: the waistband is made from the bottom part of a black jacket, with visible seams, zipper and pockets. Attached to this waistband is a very voluminous, floor-length white tulle skirt, airy, layered and elegant, falling evenly. The photo is on a pure white background, high resolution, shop style, luxury fashion editorial quality.",extracted_images/65.png,local_model_evaluation_results/edited_images/65_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,9,8.5,"The edited image closely follows the instruction, featuring a fashion skirt with a black jacket waistband that includes visible seams, a zipper, and pockets. The skirt is voluminous and white tulle, falling evenly and looking elegant. The background is pure white, and the image quality is high, giving it a shop style and luxury fashion editorial feel. However, the black jacket used in the edit does not match the instruction of using the bottom part of a black jacket, which slightly reduces the semantic consistency score."
68,setze in die seitennähte schwarze tüllkanten ein,extracted_images/68.png,local_model_evaluation_results/edited_images/68_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully adds black borders along the edges of the shirt, closely following the instruction. The visual quality is high, with the black borders blending well with the shirt. However, the instruction specifies 'tüllkanten' (tulle edges), which might imply a different texture or material, but this was not accounted for in the edit."
69,"add a drawstring in the waistlibe that is gathered wit black tulle ribbon that comes out at the sideseams, add wide tulle stripe to the sideseams",extracted_images/69.png,local_model_evaluation_results/edited_images/69_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully adds a drawstring in the waistline that is gathered with black tulle ribbon coming out at the side seams. Additionally, a wide tulle stripe is added to the side seams. The visual quality is good, with the tulle and drawstring well integrated into the shirt. However, the integration of the tulle could be slightly smoother, and the overall effect is slightly less realistic due to the transparency of the tulle."
70,"add a drawstring in the wist that is gathered with a tulle band that comes out at the sideseams as bow, add tulle stripe to the sides edges",extracted_images/70.png,local_model_evaluation_results/edited_images/70_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully adds a drawstring at the waist and a tulle band that is gathered and tied into a bow at the sides. The tulle stripe along the side edges is also present. The visual quality is good, but the integration of the tulle could be slightly more seamless. Overall, the edit closely follows the instruction."
71,"add a drawstring in the waist that is gathered with a white band that comes out at the sideseams as bow, add 3cm tulle stripe along the sides edges",extracted_images/71.png,local_model_evaluation_results/edited_images/71_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,7,7.5,"The edited image successfully adds a drawstring at the waist with a gathered white band and a bow at the sides, following the instruction closely. However, the tulle stripe along the sides is not visible, which slightly reduces the perceptual quality and overall score."
72,TOPSTITCH A TULLE BREAST POCKET FILLED WITH RHINESTONES,extracted_images/72.png,local_model_evaluation_results/edited_images/72_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully adds a pocket filled with rhinestones on the breast area, following the instruction closely. The visual quality is good, with the rhinestones appearing realistic and well-integrated into the design. However, the pocket itself does not appear to be made of tulle, which slightly reduces the score."
73,TOPSTITCH A VERY TRANSPARENT TULLE BREAST POCKET THAT IS FILLED WITH LOSE RHINESTONES IN THE POCKETS THA SHOW THROUGH,extracted_images/73.png,local_model_evaluation_results/edited_images/73_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully adds a transparent tulle breast pocket filled with loose rhinestones, which is visible through the pocket. The pocket is well-integrated into the design, and the rhinestones add a sparkly effect as instructed. The visual quality is high, with the pocket and rhinestones blending well with the rest of the garment. The overall effect is visually appealing and closely follows the instruction."
74,EMBROIDER THE HEM WITH HUGE RECTANGLE BLACK RHINESTONES,extracted_images/74.png,local_model_evaluation_results/edited_images/74_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,8,8.0,"The edited image successfully follows the instruction to embroider the hem with huge rectangle black rhinestones. The visual quality is high, with the rhinestones clearly visible and well-integrated into the design. However, the rhinestones are not perfectly rectangular, which slightly reduces the semantic consistency and overall score."
75,TOPSTITCH A BLACK TULLE BIB THAT IS OPEN AT THE BUTTON LINE,extracted_images/75.png,local_model_evaluation_results/edited_images/75_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,7,7.5,"The edited image successfully incorporates a black tulle bib that is open at the button line, following the instruction closely. However, the visual quality of the edited image has some inconsistencies, particularly around the edges of the tulle and the collar area, which slightly detracts from the overall appearance."
76,TOPSTITCH  10 BLACK TULLE RIBBONS VERTIKALLY to the chest IN THE SHAPE OF A BIB,extracted_images/76.png,local_model_evaluation_results/edited_images/76_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,7,7.5,"The edited image successfully adds black tulle ribbons to the chest area in the shape of a bib, following the instruction closely. However, the visual quality of the ribbons appears slightly artificial and does not blend perfectly with the shirt, which slightly reduces the perceptual quality."
77,INSERT A BLACK TULLE FABRIC BLOCK TO THE WAISTLINE to make it longer,extracted_images/77.png,local_model_evaluation_results/edited_images/77_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,9,8,8.5,"The edit successfully follows the instruction by inserting a black tulle fabric block at the waistline, making the garment longer. The visual quality is good, with the fabric and color matching well. However, there are minor inconsistencies in the fabric texture and shadowing, which slightly affect the overall realism."
78,add tulle stripe to the chest,extracted_images/78.png,local_model_evaluation_results/edited_images/78_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,9,8,8.5,"The edited image successfully adds a tulle stripe to the chest area, closely following the instruction. The visual quality is good, with the tulle stripe blending well with the rest of the sweater. However, there is a slight distortion in the tulle texture, which slightly affects the overall perceptual quality."
79,add neon yellow ribbon along shoulder and arm,extracted_images/79.png,local_model_evaluation_results/edited_images/79_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,8,9,8.5,"The edited image successfully adds a neon yellow ribbon along the shoulder and arm, closely following the instruction. The visual quality of the edited image is high, with the neon yellow ribbon blending well with the rest of the garment. The overall effect is visually appealing and accurately represents the intended edit."
80,"make short sleeves, topstitch pockets to the front",extracted_images/80.png,local_model_evaluation_results/edited_images/80_edited.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/models/curriculum/Qwen-Image-Edit_day_long_lora_rank16_lr8e-05,9,8,8.5,"The edited image successfully converts the long-sleeve sweatshirt into a short-sleeve t-shirt and adds topstitched pockets to the front, closely following the instruction. The visual quality is good, but there are slight inconsistencies in the texture and color matching, which slightly reduces the perceptual quality score."
